Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
1964-05-25;06:00:00;15.0;G
1964-05-26;06:00:00;14.5;G
1964-05-27;06:00:00;13.5;G
1964-05-28;06:00:00;15.0;G
1964-05-29;06:00:00;15.0;G
1964-05-30;06:00:00;14.0;G
1964-05-31;06:00:00;13.0;G
1964-06-01;06:00:00;10.5;G
1964-06-02;06:00:00;9.8;G
1964-06-03;06:00:00;13.0;G
1964-06-04;06:00:00;12.3;G
1964-06-05;06:00:00;13.0;G
1964-06-06;06:00:00;15.0;G
1964-06-07;06:00:00;15.5;G
1964-06-08;06:00:00;15.0;G
1964-06-09;06:00:00;13.0;G
1964-06-10;06:00:00;14.0;G
1964-06-11;06:00:00;16.5;G
1964-06-12;06:00:00;15.5;G
1964-06-13;06:00:00;16.5;G
1964-06-14;06:00:00;20.8;G
1964-06-15;06:00:00;15.5;G
1964-06-16;06:00:00;14.0;G
1964-06-17;06:00:00;14.0;G
1964-06-18;06:00:00;13.0;G
1964-06-19;06:00:00;18.0;G
1964-06-20;06:00:00;13.5;G
1964-06-21;06:00:00;12.0;G
1964-06-22;06:00:00;13.0;G
1964-06-23;06:00:00;12.0;G
1964-06-24;06:00:00;13.0;G
1964-06-25;06:00:00;13.5;G
1964-06-26;06:00:00;14.5;G
1964-06-27;06:00:00;14.5;G
1964-06-28;06:00:00;16.3;G
1964-06-29;06:00:00;13.0;G
1964-06-30;06:00:00;13.0;G
1964-07-01;06:00:00;13.0;G
1964-07-02;06:00:00;15.0;G
1964-07-03;06:00:00;14.0;G
1964-07-04;06:00:00;12.0;G
1964-07-05;06:00:00;12.0;G
1964-07-06;06:00:00;12.0;G
1964-07-07;06:00:00;13.0;G
1964-07-08;06:00:00;15.0;G
1964-07-09;06:00:00;15.0;G
1964-07-10;06:00:00;14.5;G
1964-07-11;06:00:00;13.0;G
1964-07-12;06:00:00;14.0;G
1964-07-13;06:00:00;15.0;G
1964-07-14;06:00:00;15.0;G
1964-07-15;06:00:00;15.5;G
1964-07-16;06:00:00;17.0;G
1964-07-17;06:00:00;16.5;G
1964-07-18;06:00:00;16.0;G
1964-07-19;06:00:00;23.0;G
1964-07-20;06:00:00;18.0;G
1964-07-21;06:00:00;15.5;G
1964-07-22;06:00:00;15.0;G
1964-07-23;06:00:00;16.0;G
1964-07-24;06:00:00;16.0;G
1964-07-25;06:00:00;15.0;G
1964-07-26;06:00:00;16.0;G
1964-07-27;06:00:00;17.5;G
1964-07-28;06:00:00;17.0;G
1964-07-29;06:00:00;15.0;G
1964-07-30;06:00:00;13.0;G
1964-07-31;06:00:00;16.5;G
1964-08-01;06:00:00;13.0;G
1964-08-02;06:00:00;15.0;G
1964-08-03;06:00:00;14.0;G
1964-08-04;06:00:00;14.0;G
1964-08-05;06:00:00;15.5;G
1964-08-06;06:00:00;15.0;G
1964-08-07;06:00:00;15.0;G
1964-08-08;06:00:00;17.5;G
1964-08-09;06:00:00;13.5;G
1964-08-10;06:00:00;15.0;G
1964-08-11;06:00:00;16.5;G
1964-08-12;06:00:00;15.0;G
1964-08-13;06:00:00;15.0;G
1964-08-14;06:00:00;12.5;G
1964-08-15;06:00:00;15.0;G
1964-08-16;06:00:00;11.5;G
1964-08-17;06:00:00;10.5;G
1964-08-18;06:00:00;15.0;G
1964-08-19;06:00:00;15.5;G
1964-08-20;06:00:00;16.0;G
1964-08-21;06:00:00;12.0;G
1964-08-22;06:00:00;12.0;G
1964-08-23;06:00:00;13.5;G
1964-08-24;06:00:00;15.5;G
1964-08-25;06:00:00;16.0;G
1964-08-26;06:00:00;11.5;G
1964-08-27;06:00:00;17.0;G
1964-08-28;06:00:00;17.0;G
1964-08-29;06:00:00;15.0;G
1964-08-30;06:00:00;12.4;G
1964-08-31;06:00:00;12.0;G
1964-09-01;06:00:00;10.0;G
1964-09-02;06:00:00;7.2;G
1964-09-03;06:00:00;7.5;G
1964-09-04;06:00:00;11.2;G
1964-09-05;06:00:00;12.0;G
1964-09-06;06:00:00;19.0;G
1964-09-07;06:00:00;15.0;G
1964-09-08;06:00:00;14.5;G
1964-09-09;06:00:00;11.2;G
1964-09-10;06:00:00;10.5;G
1964-09-11;06:00:00;10.5;G
1964-09-12;06:00:00;15.0;G
1964-09-13;06:00:00;10.5;G
1964-09-14;06:00:00;12.0;G
1964-09-15;06:00:00;15.6;G
1964-09-16;06:00:00;16.0;G
1964-09-17;06:00:00;15.0;G
1964-09-18;06:00:00;10.0;G
1964-09-19;06:00:00;11.0;G
1964-09-20;06:00:00;12.0;G
1964-09-21;06:00:00;7.5;G
1964-09-22;06:00:00;4.0;G
1964-09-23;06:00:00;11.5;G
1964-09-24;06:00:00;8.0;G
1964-09-25;06:00:00;7.0;G
1964-09-26;06:00:00;9.5;G
1964-09-27;06:00:00;12.0;G
1964-09-28;06:00:00;11.0;G
1964-09-29;06:00:00;11.5;G
1964-09-30;06:00:00;10.5;G
1964-10-01;06:00:00;2.0;G
1964-10-02;06:00:00;2.0;G
1964-10-03;06:00:00;6.0;G
1964-10-04;06:00:00;11.0;G
1964-10-05;06:00:00;3.0;G
1964-10-06;06:00:00;4.5;G
1964-10-07;06:00:00;11.5;G
1964-10-08;06:00:00;11.5;G
1964-10-09;06:00:00;8.0;G
1964-10-10;06:00:00;9.0;G
1964-10-11;06:00:00;9.0;G
1964-10-12;06:00:00;6.2;G
1964-10-13;06:00:00;10.0;G
1964-10-14;06:00:00;8.0;G
1964-10-15;06:00:00;3.5;G
1964-10-16;06:00:00;7.0;G
1964-10-17;06:00:00;6.0;G
1964-10-18;06:00:00;8.0;G
1964-10-19;06:00:00;5.0;G
1964-10-20;06:00:00;6.0;G
1964-10-21;06:00:00;9.0;G
1964-10-22;06:00:00;8.0;G
1964-10-23;06:00:00;8.5;G
1964-10-24;06:00:00;7.5;G
1964-10-25;06:00:00;5.0;G
1964-10-26;06:00:00;-0.5;G
1964-10-27;06:00:00;-0.5;G
1964-10-28;06:00:00;3.5;G
1964-10-29;06:00:00;8.0;G
1964-10-30;06:00:00;7.0;G
1964-10-31;06:00:00;6.0;G
1964-11-01;06:00:00;5.5;G
1964-11-02;06:00:00;7.0;G
1964-11-03;06:00:00;2.0;G
1964-11-04;06:00:00;5.0;G
1964-11-05;06:00:00;7.0;G
1964-11-06;06:00:00;3.5;G
1964-11-07;06:00:00;0.5;G
1964-11-08;06:00:00;7.0;G
1964-11-09;06:00:00;5.5;G
1964-11-10;06:00:00;-1.0;G
1964-11-11;06:00:00;0.0;G
1964-11-12;06:00:00;3.5;G
1964-11-13;06:00:00;7.0;G
1964-11-14;06:00:00;7.0;G
1964-11-15;06:00:00;8.2;G
1964-11-16;06:00:00;7.0;G
1964-11-17;06:00:00;6.0;G
1964-11-18;06:00:00;5.0;G
1964-11-19;06:00:00;2.0;G
1964-11-20;06:00:00;8.5;G
1964-11-21;06:00:00;9.0;G
1964-11-22;06:00:00;4.0;G
1964-11-23;06:00:00;10.0;G
1964-11-24;06:00:00;8.9;G
1964-11-25;06:00:00;8.2;G
1964-11-26;06:00:00;6.6;G
1964-11-27;06:00:00;7.3;G
1964-11-28;06:00:00;4.3;G
1964-11-29;06:00:00;1.8;G
1964-11-30;06:00:00;-1.0;G
1964-12-01;06:00:00;0.8;G
1964-12-02;06:00:00;-2.0;G
1964-12-03;06:00:00;2.4;G
1964-12-04;06:00:00;2.0;G
1964-12-05;06:00:00;1.0;G
1964-12-06;06:00:00;-5.0;G
1964-12-07;06:00:00;6.0;G
1964-12-08;06:00:00;6.4;G
1964-12-09;06:00:00;6.2;G
1964-12-10;06:00:00;8.1;G
1964-12-11;06:00:00;6.8;G
1964-12-12;06:00:00;5.2;G
1964-12-13;06:00:00;7.4;G
1964-12-14;06:00:00;6.0;G
1964-12-15;06:00:00;4.0;G
1964-12-16;06:00:00;1.5;G
1964-12-17;06:00:00;3.5;G
1964-12-18;06:00:00;1.2;G
1964-12-19;06:00:00;-2.0;G
1964-12-20;06:00:00;1.0;G
1964-12-21;06:00:00;0.5;G
1964-12-22;06:00:00;-2.2;G
1964-12-23;06:00:00;3.8;G
1964-12-24;06:00:00;1.0;G
1964-12-25;06:00:00;2.0;G
1964-12-26;06:00:00;-3.0;G
1964-12-27;06:00:00;-9.2;G
1964-12-28;06:00:00;-5.2;G
1964-12-29;06:00:00;-5.8;G
1964-12-30;06:00:00;0.0;G
1964-12-31;06:00:00;3.5;G
1965-01-01;06:00:00;3.8;G
1965-01-02;06:00:00;3.0;G
1965-01-03;06:00:00;-2.2;G
1965-01-04;06:00:00;-3.5;G
1965-01-05;06:00:00;3.0;G
1965-01-06;06:00:00;-2.0;G
1965-01-07;06:00:00;-4.8;G
1965-01-08;06:00:00;3.8;G
1965-01-09;06:00:00;3.4;G
1965-01-10;06:00:00;-3.0;G
1965-01-11;06:00:00;-1.2;G
1965-01-12;06:00:00;3.0;G
1965-01-13;06:00:00;4.2;G
1965-01-14;06:00:00;3.8;G
1965-01-15;06:00:00;2.8;G
1965-01-16;06:00:00;4.0;G
1965-01-17;06:00:00;6.1;G
1965-01-18;06:00:00;4.0;G
1965-01-19;06:00:00;2.0;G
1965-01-20;06:00:00;1.0;G
1965-01-21;06:00:00;1.0;G
1965-01-22;06:00:00;-0.5;G
1965-01-23;06:00:00;-0.3;G
1965-01-24;06:00:00;0.5;G
1965-01-25;06:00:00;1.2;G
1965-01-26;06:00:00;-0.5;G
1965-01-27;06:00:00;-2.1;G
1965-01-28;06:00:00;-1.5;G
1965-01-29;06:00:00;-2.5;G
1965-01-30;06:00:00;-1.5;G
1965-01-31;06:00:00;1.0;G
1965-02-01;06:00:00;-0.9;G
1965-02-02;06:00:00;1.4;G
1965-02-03;06:00:00;0.8;G
1965-02-04;06:00:00;0.4;G
1965-02-05;06:00:00;0.4;G
1965-02-06;06:00:00;0.9;G
1965-02-07;06:00:00;1.0;G
1965-02-08;06:00:00;-1.0;G
1965-02-09;06:00:00;-6.3;G
1965-02-10;06:00:00;2.8;G
1965-02-11;06:00:00;0.8;G
1965-02-12;06:00:00;3.0;G
1965-02-13;06:00:00;4.0;G
1965-02-14;06:00:00;1.2;G
1965-02-15;06:00:00;-1.5;G
1965-02-16;06:00:00;-3.0;G
1965-02-17;06:00:00;-5.5;G
1965-02-18;06:00:00;-3.5;G
1965-02-19;06:00:00;-1.5;G
1965-02-20;06:00:00;-2.5;G
1965-02-21;06:00:00;-2.5;G
1965-02-22;06:00:00;-3.5;G
1965-02-23;06:00:00;-1.4;G
1965-02-24;06:00:00;-5.0;G
1965-02-25;06:00:00;-6.0;G
1965-02-26;06:00:00;-8.0;G
1965-02-27;06:00:00;-5.5;G
1965-02-28;06:00:00;-13.3;G
1965-03-01;06:00:00;-9.5;G
1965-03-02;06:00:00;-11.0;G
1965-03-03;06:00:00;-9.8;G
1965-03-04;06:00:00;-6.5;G
1965-03-05;06:00:00;-3.4;G
1965-03-06;06:00:00;-6.5;G
1965-03-07;06:00:00;-3.3;G
1965-03-08;06:00:00;-3.0;G
1965-03-09;06:00:00;-1.2;G
1965-03-10;06:00:00;-6.8;G
1965-03-11;06:00:00;-2.2;G
1965-03-12;06:00:00;-4.2;G
1965-03-13;06:00:00;-3.4;G
1965-03-14;06:00:00;3.0;G
1965-03-15;06:00:00;1.0;G
1965-03-16;06:00:00;3.3;G
1965-03-17;06:00:00;1.8;G
1965-03-18;06:00:00;1.5;G
1965-03-19;06:00:00;2.2;G
1965-03-20;06:00:00;0.8;G
1965-03-21;06:00:00;0.0;G
1965-03-22;06:00:00;-0.2;G
1965-03-23;06:00:00;0.5;G
1965-03-24;06:00:00;1.0;G
1965-03-25;06:00:00;1.5;G
1965-03-26;06:00:00;1.0;G
1965-03-27;06:00:00;1.5;G
1965-03-28;06:00:00;4.0;G
1965-03-29;06:00:00;4.2;G
1965-03-30;06:00:00;4.5;G
1965-03-31;06:00:00;1.8;G
1965-04-01;06:00:00;0.4;G
1965-04-02;06:00:00;1.0;G
1965-04-03;06:00:00;2.8;G
1965-04-04;06:00:00;3.4;G
1965-04-05;06:00:00;-0.8;G
1965-04-06;06:00:00;2.0;G
1965-04-07;06:00:00;3.5;G
1965-04-08;06:00:00;-0.2;G
1965-04-09;06:00:00;0.1;G
1965-04-10;06:00:00;3.0;G
1965-04-11;06:00:00;5.0;G
1965-04-12;06:00:00;1.8;G
1965-04-13;06:00:00;5.5;G
1965-04-14;06:00:00;4.2;G
1965-04-15;06:00:00;1.0;G
1965-04-16;06:00:00;6.5;G
1965-04-17;06:00:00;4.9;G
1965-04-18;06:00:00;6.0;G
1965-04-19;06:00:00;4.1;G
1965-04-20;06:00:00;4.8;G
1965-04-21;06:00:00;8.8;G
1965-04-22;06:00:00;7.2;G
1965-04-23;06:00:00;5.2;G
1965-04-24;06:00:00;6.0;G
1965-04-25;06:00:00;7.0;G
1965-04-26;06:00:00;6.0;G
1965-04-27;06:00:00;5.0;G
1965-04-28;06:00:00;7.8;G
1965-04-29;06:00:00;8.8;G
1965-04-30;06:00:00;8.6;G
1965-05-01;06:00:00;9.2;G
1965-05-02;06:00:00;8.5;G
1965-05-03;06:00:00;4.0;G
1965-05-04;06:00:00;6.2;G
1965-05-05;06:00:00;6.5;G
1965-05-06;06:00:00;7.0;G
1965-05-07;06:00:00;7.0;G
1965-05-08;06:00:00;7.5;G
1965-05-09;06:00:00;9.1;G
1965-05-10;06:00:00;7.8;G
1965-05-11;06:00:00;8.8;G
1965-05-12;06:00:00;9.4;G
1965-05-13;06:00:00;8.5;G
1965-05-14;06:00:00;10.0;G
1965-05-15;06:00:00;7.0;G
1965-05-16;06:00:00;4.4;G
1965-05-17;06:00:00;7.0;G
1965-05-18;06:00:00;7.6;G
1965-05-19;06:00:00;6.5;G
1965-05-20;06:00:00;6.0;G
1965-05-21;06:00:00;7.1;G
1965-05-22;06:00:00;7.9;G
1965-05-23;06:00:00;8.5;G
1965-05-24;06:00:00;10.0;G
1965-05-25;06:00:00;10.4;G
1965-05-26;06:00:00;11.6;G
1965-05-27;06:00:00;11.6;G
1965-05-28;06:00:00;11.2;G
1965-05-29;06:00:00;9.0;G
1965-05-30;06:00:00;10.0;G
1965-05-31;06:00:00;8.0;G
1965-06-01;06:00:00;8.4;G
1965-06-02;06:00:00;11.2;G
1965-06-03;06:00:00;11.8;G
1965-06-04;06:00:00;9.2;G
1965-06-05;06:00:00;12.2;G
1965-06-06;06:00:00;13.8;G
1965-06-07;06:00:00;13.8;G
1965-06-08;06:00:00;12.8;G
1965-06-09;06:00:00;14.0;G
1965-06-10;06:00:00;15.0;G
1965-06-11;06:00:00;17.4;G
1965-06-12;06:00:00;14.0;G
1965-06-13;06:00:00;15.4;G
1965-06-14;06:00:00;13.0;G
1965-06-15;06:00:00;13.0;G
1965-06-16;06:00:00;17.5;G
1965-06-17;06:00:00;17.8;G
1965-06-18;06:00:00;13.2;G
1965-06-19;06:00:00;14.8;G
1965-06-20;06:00:00;14.3;G
1965-06-21;06:00:00;14.1;G
1965-06-22;06:00:00;14.8;G
1965-06-23;06:00:00;15.8;G
1965-06-24;06:00:00;15.1;G
1965-06-25;06:00:00;15.8;G
1965-06-26;06:00:00;19.8;G
1965-06-27;06:00:00;16.0;G
1965-06-28;06:00:00;12.8;G
1965-06-29;06:00:00;13.5;G
1965-06-30;06:00:00;13.2;G
1965-07-01;06:00:00;13.5;G
1965-07-02;06:00:00;11.3;G
1965-07-03;06:00:00;12.0;G
1965-07-04;06:00:00;14.0;G
1965-07-05;06:00:00;11.3;G
1965-07-06;06:00:00;10.3;G
1965-07-07;06:00:00;11.8;G
1965-07-08;06:00:00;12.2;G
1965-07-09;06:00:00;10.0;G
1965-07-10;06:00:00;11.0;G
1965-07-11;06:00:00;11.8;G
1965-07-12;06:00:00;14.5;G
1965-07-13;06:00:00;13.0;G
1965-07-14;06:00:00;14.3;G
1965-07-15;06:00:00;15.8;G
1965-07-16;06:00:00;17.5;G
1965-07-17;06:00:00;13.2;G
1965-07-18;06:00:00;15.8;G
1965-07-19;06:00:00;14.0;G
1965-07-20;06:00:00;15.0;G
1965-07-21;06:00:00;16.8;G
1965-07-22;06:00:00;15.0;G
1965-07-23;06:00:00;14.1;G
1965-07-24;06:00:00;14.6;G
1965-07-25;06:00:00;14.6;G
1965-07-26;06:00:00;14.5;G
1965-07-27;06:00:00;13.0;G
1965-07-28;06:00:00;13.1;G
1965-07-29;06:00:00;15.0;G
1965-07-30;06:00:00;14.5;G
1965-07-31;06:00:00;12.1;G
1965-08-01;06:00:00;12.8;G
1965-08-02;06:00:00;13.1;G
1965-08-03;06:00:00;13.0;G
1965-08-04;06:00:00;14.0;G
1965-08-05;06:00:00;13.4;G
1965-08-06;06:00:00;15.8;G
1965-08-07;06:00:00;14.0;G
1965-08-08;06:00:00;13.6;G
1965-08-09;06:00:00;12.8;G
1965-08-10;06:00:00;13.0;G
1965-08-11;06:00:00;12.9;G
1965-08-12;06:00:00;13.0;G
1965-08-13;06:00:00;11.2;G
1965-08-14;06:00:00;13.0;G
1965-08-15;06:00:00;14.7;G
1965-08-16;06:00:00;13.2;G
1965-08-17;06:00:00;11.8;G
1965-08-18;06:00:00;11.4;G
1965-08-19;06:00:00;14.8;G
1965-08-20;06:00:00;17.0;G
1965-08-21;06:00:00;15.0;G
1965-08-22;06:00:00;15.5;G
1965-08-23;06:00:00;17.4;G
1965-08-24;06:00:00;16.3;G
1965-08-25;06:00:00;13.5;G
1965-08-26;06:00:00;12.8;G
1965-08-27;06:00:00;13.4;G
1965-08-28;06:00:00;13.2;G
1965-08-29;06:00:00;14.1;G
1965-08-30;06:00:00;12.0;G
1965-08-31;06:00:00;13.0;G
1965-09-01;06:00:00;12.8;G
1965-09-02;06:00:00;12.5;G
1965-09-03;06:00:00;15.0;G
1965-09-04;06:00:00;12.8;G
1965-09-05;06:00:00;15.2;G
1965-09-06;06:00:00;11.5;G
1965-09-07;06:00:00;13.6;G
1965-09-08;06:00:00;13.1;G
1965-09-09;06:00:00;15.0;G
1965-09-10;06:00:00;11.2;G
1965-09-11;06:00:00;10.4;G
1965-09-12;06:00:00;13.4;G
1965-09-13;06:00:00;11.5;G
1965-09-14;06:00:00;11.5;G
1965-09-15;06:00:00;12.0;G
1965-09-16;06:00:00;12.8;G
1965-09-17;06:00:00;14.8;G
1965-09-18;06:00:00;16.6;G
1965-09-19;06:00:00;13.0;G
1965-09-20;06:00:00;11.0;G
1965-09-21;06:00:00;12.4;G
1965-09-22;06:00:00;12.4;G
1965-09-23;06:00:00;13.3;G
1965-09-24;06:00:00;10.4;G
1965-09-25;06:00:00;10.7;G
1965-09-26;06:00:00;13.8;G
1965-09-27;06:00:00;13.7;G
1965-09-28;06:00:00;13.8;G
1965-09-29;06:00:00;12.6;G
1965-09-30;06:00:00;12.1;G
1965-10-01;06:00:00;8.8;G
1965-10-02;06:00:00;11.0;G
1965-10-03;06:00:00;13.4;G
1965-10-04;06:00:00;10.8;G
1965-10-05;06:00:00;7.0;G
1965-10-06;06:00:00;10.2;G
1965-10-07;06:00:00;9.8;G
1965-10-08;06:00:00;9.0;G
1965-10-09;06:00:00;2.8;G
1965-10-10;06:00:00;10.9;G
1965-10-11;06:00:00;2.0;G
1965-10-12;06:00:00;0.0;G
1965-10-13;06:00:00;10.4;G
1965-10-14;06:00:00;11.0;G
1965-10-15;06:00:00;6.5;G
1965-10-16;06:00:00;9.6;G
1965-10-17;06:00:00;8.8;G
1965-10-18;06:00:00;10.0;G
1965-10-19;06:00:00;8.9;G
1965-10-20;06:00:00;2.5;G
1965-10-21;06:00:00;2.5;G
1965-10-22;06:00:00;-0.5;G
1965-10-23;06:00:00;2.2;G
1965-10-24;06:00:00;0.4;G
1965-10-25;06:00:00;3.5;G
1965-10-26;06:00:00;7.8;G
1965-10-27;06:00:00;5.8;G
1965-10-28;06:00:00;12.0;G
1965-10-29;06:00:00;10.2;G
1965-10-30;06:00:00;8.3;G
1965-10-31;06:00:00;9.2;G
1965-11-01;06:00:00;8.8;G
1965-11-02;06:00:00;9.8;G
1965-11-03;06:00:00;7.9;G
1965-11-04;06:00:00;7.4;G
1965-11-05;06:00:00;-0.8;G
1965-11-06;06:00:00;10.0;G
1965-11-07;06:00:00;6.2;G
1965-11-08;06:00:00;3.4;G
1965-11-09;06:00:00;7.5;G
1965-11-10;06:00:00;8.8;G
1965-11-11;06:00:00;0.8;G
1965-11-12;06:00:00;-0.7;G
1965-11-13;06:00:00;-2.5;G
1965-11-14;06:00:00;-4.0;G
1965-11-15;06:00:00;-4.9;G
1965-11-16;06:00:00;-6.2;G
1965-11-17;06:00:00;-7.5;G
1965-11-18;06:00:00;-3.0;G
1965-11-19;06:00:00;-0.5;G
1965-11-20;06:00:00;-0.5;G
1965-11-21;06:00:00;-4.0;G
1965-11-22;06:00:00;-7.0;G
1965-11-23;06:00:00;-10.8;G
1965-11-24;06:00:00;-1.0;G
1965-11-25;06:00:00;1.2;G
1965-11-26;06:00:00;2.0;G
1965-11-27;06:00:00;1.9;G
1965-11-28;06:00:00;0.3;G
1965-11-29;06:00:00;0.2;G
1965-11-30;06:00:00;1.5;G
1965-12-01;06:00:00;0.6;G
1965-12-02;06:00:00;0.6;G
1965-12-03;06:00:00;2.5;G
1965-12-04;06:00:00;3.2;G
1965-12-05;06:00:00;0.5;G
1965-12-06;06:00:00;1.8;G
1965-12-07;06:00:00;1.3;G
1965-12-08;06:00:00;0.3;G
1965-12-09;06:00:00;2.0;G
1965-12-10;06:00:00;5.2;G
1965-12-11;06:00:00;1.8;G
1965-12-12;06:00:00;-2.0;G
1965-12-13;06:00:00;-6.8;G
1965-12-14;06:00:00;-10.0;G
1965-12-15;06:00:00;3.0;G
1965-12-16;06:00:00;-2.5;G
1965-12-17;06:00:00;-4.8;G
1965-12-18;06:00:00;1.0;G
1965-12-19;06:00:00;2.4;G
1965-12-20;06:00:00;4.8;G
1965-12-21;06:00:00;2.0;G
1965-12-22;06:00:00;-0.5;G
1965-12-23;06:00:00;2.0;G
1965-12-24;06:00:00;0.2;G
1965-12-25;06:00:00;2.0;G
1965-12-26;06:00:00;2.3;G
1965-12-27;06:00:00;1.5;G
1965-12-28;06:00:00;1.4;G
1965-12-29;06:00:00;0.0;G
1965-12-30;06:00:00;-0.5;G
1965-12-31;06:00:00;1.0;G
1966-01-01;06:00:00;3.4;G
1966-01-02;06:00:00;1.2;G
1966-01-03;06:00:00;-3.0;G
1966-01-04;06:00:00;-11.5;G
1966-01-05;06:00:00;-16.0;G
1966-01-06;06:00:00;-1.5;G
1966-01-07;06:00:00;-0.2;G
1966-01-08;06:00:00;-2.8;G
1966-01-09;06:00:00;-1.6;G
1966-01-10;06:00:00;-2.5;G
1966-01-11;06:00:00;-2.5;G
1966-01-12;06:00:00;-2.8;G
1966-01-13;06:00:00;-6.5;G
1966-01-14;06:00:00;-7.8;G
1966-01-15;06:00:00;-2.5;G
1966-01-16;06:00:00;-3.3;G
1966-01-17;06:00:00;-4.2;G
1966-01-18;06:00:00;-0.5;G
1966-01-19;06:00:00;-2.8;G
1966-01-20;06:00:00;-3.5;G
1966-01-21;06:00:00;-1.2;G
1966-01-22;06:00:00;-0.6;G
1966-01-23;06:00:00;-2.3;G
1966-01-24;06:00:00;-2.8;G
1966-01-25;06:00:00;-8.0;G
1966-01-26;06:00:00;-2.5;G
1966-01-27;06:00:00;-4.5;G
1966-01-28;06:00:00;-3.0;G
1966-01-29;06:00:00;-0.5;G
1966-01-30;06:00:00;1.0;G
1966-01-31;06:00:00;1.3;G
1966-02-01;06:00:00;1.5;G
1966-02-02;06:00:00;-0.2;G
1966-02-03;06:00:00;-2.5;G
1966-02-04;06:00:00;-3.2;G
1966-02-05;06:00:00;-0.8;G
1966-02-06;06:00:00;4.1;G
1966-02-07;06:00:00;-2.3;G
1966-02-08;06:00:00;-12.0;G
1966-02-09;06:00:00;-14.6;G
1966-02-10;06:00:00;-12.5;G
1966-02-11;06:00:00;-9.3;G
1966-02-12;06:00:00;-9.0;G
1966-02-13;06:00:00;-6.0;G
1966-02-14;06:00:00;-3.0;G
1966-02-15;06:00:00;-4.0;G
1966-02-16;06:00:00;-7.8;G
1966-02-17;06:00:00;-14.7;G
1966-02-18;06:00:00;-6.0;G
1966-02-19;06:00:00;-7.5;G
1966-02-20;06:00:00;0.4;G
1966-02-21;06:00:00;2.0;G
1966-02-22;06:00:00;2.0;G
1966-02-23;06:00:00;1.5;G
1966-02-24;06:00:00;1.2;G
1966-02-25;06:00:00;2.4;G
1966-02-26;06:00:00;2.2;G
1966-02-27;06:00:00;3.1;G
1966-02-28;06:00:00;1.5;G
1966-03-01;06:00:00;2.2;G
1966-03-02;06:00:00;0.8;G
1966-03-03;06:00:00;1.4;G
1966-03-04;06:00:00;0.0;G
1966-03-05;06:00:00;0.5;G
1966-03-06;06:00:00;0.6;G
1966-03-07;06:00:00;3.4;G
1966-03-08;06:00:00;3.5;G
1966-03-09;06:00:00;3.2;G
1966-03-10;06:00:00;2.7;G
1966-03-11;06:00:00;3.0;G
1966-03-12;06:00:00;2.2;G
1966-03-13;06:00:00;-5.2;G
1966-03-14;06:00:00;-8.2;G
1966-03-15;06:00:00;0.4;G
1966-03-16;06:00:00;0.2;G
1966-03-17;06:00:00;4.4;G
1966-03-18;06:00:00;4.2;G
1966-03-19;06:00:00;-2.8;G
1966-03-20;06:00:00;0.3;G
1966-03-21;06:00:00;3.8;G
1966-03-22;06:00:00;2.0;G
1966-03-23;06:00:00;4.0;G
1966-03-24;06:00:00;1.0;G
1966-03-25;06:00:00;1.8;G
1966-03-26;06:00:00;0.0;G
1966-03-27;06:00:00;1.9;G
1966-03-28;06:00:00;2.6;G
1966-03-29;06:00:00;2.0;G
1966-03-30;06:00:00;2.2;G
1966-03-31;06:00:00;2.0;G
1966-04-01;06:00:00;2.0;G
1966-04-02;06:00:00;3.8;G
1966-04-03;06:00:00;5.0;G
1966-04-04;06:00:00;4.8;G
1966-04-05;06:00:00;0.2;G
1966-04-06;06:00:00;-1.0;G
1966-04-07;06:00:00;3.0;G
1966-04-08;06:00:00;2.4;G
1966-04-09;06:00:00;1.5;G
1966-04-10;06:00:00;0.6;G
1966-04-11;06:00:00;2.1;G
1966-04-12;06:00:00;-3.0;G
1966-04-13;06:00:00;-2.5;G
1966-04-14;06:00:00;-3.8;G
1966-04-15;06:00:00;-5.8;G
1966-04-16;06:00:00;-5.4;G
1966-04-17;06:00:00;-3.2;G
1966-04-18;06:00:00;-2.8;G
1966-04-19;06:00:00;-1.0;G
1966-04-20;06:00:00;1.2;G
1966-04-21;06:00:00;1.8;G
1966-04-22;06:00:00;1.8;G
1966-04-23;06:00:00;3.6;G
1966-04-24;06:00:00;6.2;G
1966-04-25;06:00:00;8.4;G
1966-04-26;06:00:00;4.2;G
1966-04-27;06:00:00;3.2;G
1966-04-28;06:00:00;4.0;G
1966-04-29;06:00:00;4.0;G
1966-04-30;06:00:00;8.2;G
1966-05-01;06:00:00;10.0;G
1966-05-02;06:00:00;8.6;G
1966-05-03;06:00:00;11.3;G
1966-05-04;06:00:00;10.2;G
1966-05-05;06:00:00;9.5;G
1966-05-06;06:00:00;8.0;G
1966-05-07;06:00:00;7.8;G
1966-05-08;06:00:00;9.8;G
1966-05-09;06:00:00;7.2;G
1966-05-10;06:00:00;7.2;G
1966-05-11;06:00:00;8.2;G
1966-05-12;06:00:00;7.1;G
1966-05-13;06:00:00;7.5;G
1966-05-14;06:00:00;10.5;G
1966-05-15;06:00:00;12.8;G
1966-05-16;06:00:00;11.0;G
1966-05-17;06:00:00;12.5;G
1966-05-18;06:00:00;16.0;G
1966-05-19;06:00:00;12.0;G
1966-05-20;06:00:00;10.5;G
1966-05-21;06:00:00;10.3;G
