Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
1962-10-10;06:00:00;5.5;G
1962-10-11;06:00:00;6.0;G
1962-10-12;06:00:00;6.0;G
1962-10-13;06:00:00;5.5;G
1962-10-14;06:00:00;10.5;G
1962-10-15;06:00:00;-2.5;G
1962-10-16;06:00:00;9.0;G
1962-10-17;06:00:00;11.0;G
1962-10-18;06:00:00;12.0;G
1962-10-19;06:00:00;10.0;G
1962-10-20;06:00:00;6.0;G
1962-10-21;06:00:00;11.0;G
1962-10-22;06:00:00;8.5;G
1962-10-23;06:00:00;9.0;G
1962-10-24;06:00:00;9.0;G
1962-10-25;06:00:00;10.2;G
1962-10-26;06:00:00;10.5;G
1962-10-27;06:00:00;3.0;G
1962-10-28;06:00:00;7.4;G
1962-10-29;06:00:00;6.5;G
1962-10-30;06:00:00;7.2;G
1962-10-31;06:00:00;8.0;G
1962-11-01;06:00:00;7.0;G
1962-11-02;06:00:00;3.0;G
1962-11-03;06:00:00;7.0;G
1962-11-04;06:00:00;6.5;G
1962-11-05;06:00:00;9.0;G
1962-11-06;06:00:00;9.0;G
1962-11-07;06:00:00;7.5;G
1962-11-08;06:00:00;8.0;G
1962-11-09;06:00:00;8.0;G
1962-11-10;06:00:00;4.5;G
1962-11-11;06:00:00;2.5;G
1962-11-12;06:00:00;3.5;G
1962-11-13;06:00:00;2.0;G
1962-11-14;06:00:00;5.5;G
1962-11-15;06:00:00;3.5;G
1962-11-16;06:00:00;2.0;G
1962-11-17;06:00:00;2.0;G
1962-11-18;06:00:00;2.0;G
1962-11-19;06:00:00;1.0;G
1962-11-20;06:00:00;1.5;G
1962-11-21;06:00:00;1.5;G
1962-11-22;06:00:00;-2.0;G
1962-11-23;06:00:00;1.0;G
1962-11-24;06:00:00;-3.5;G
1962-11-25;06:00:00;3.1;G
1962-11-26;06:00:00;4.5;G
1962-11-27;06:00:00;7.0;G
1962-11-28;06:00:00;5.5;G
1962-11-29;06:00:00;4.0;G
1962-11-30;06:00:00;2.0;G
1962-12-01;06:00:00;-3.0;G
1962-12-02;06:00:00;2.3;G
1962-12-03;06:00:00;-0.5;G
1962-12-04;06:00:00;2.0;G
1962-12-05;06:00:00;2.5;G
1962-12-06;06:00:00;4.0;G
1962-12-07;06:00:00;-0.5;G
1962-12-08;06:00:00;2.0;G
1962-12-09;06:00:00;3.5;G
1962-12-10;06:00:00;5.0;G
1962-12-11;06:00:00;2.5;G
1962-12-12;06:00:00;6.0;G
1962-12-13;06:00:00;3.0;G
1962-12-14;06:00:00;2.0;G
1962-12-15;06:00:00;1.0;G
1962-12-16;06:00:00;-1.4;G
1962-12-17;06:00:00;-2.0;G
1962-12-18;06:00:00;-5.0;G
1962-12-19;06:00:00;-7.0;G
1962-12-20;06:00:00;-7.0;G
1962-12-21;06:00:00;-5.0;G
1962-12-22;06:00:00;-6.5;G
1962-12-23;06:00:00;-10.6;G
1962-12-24;06:00:00;-14.2;G
1962-12-25;06:00:00;-12.1;G
1962-12-26;06:00:00;-3.4;G
1962-12-27;06:00:00;-2.5;G
1962-12-28;06:00:00;-1.5;G
1962-12-29;06:00:00;-3.0;G
1962-12-30;06:00:00;-2.2;G
1962-12-31;06:00:00;-8.4;G
1963-01-01;06:00:00;-6.5;G
1963-01-02;06:00:00;-10.5;G
1963-01-03;06:00:00;-11.5;G
1963-01-04;06:00:00;-2.5;G
1963-01-05;06:00:00;-1.0;G
1963-01-06;06:00:00;-1.5;G
1963-01-07;06:00:00;-12.0;G
1963-01-08;06:00:00;-9.0;G
1963-01-09;06:00:00;-9.0;G
1963-01-10;06:00:00;-10.0;G
1963-01-11;06:00:00;-17.0;G
1963-01-12;06:00:00;-13.0;G
1963-01-13;06:00:00;-15.0;G
1963-01-14;06:00:00;-9.5;G
1963-01-15;06:00:00;-12.0;G
1963-01-16;06:00:00;-11.5;G
1963-01-17;06:00:00;-14.0;G
1963-01-18;06:00:00;-9.0;G
1963-01-19;06:00:00;-15.0;G
1963-01-20;06:00:00;-7.9;G
1963-01-21;06:00:00;-12.5;G
1963-01-22;06:00:00;-5.5;G
1963-01-23;06:00:00;-1.0;G
1963-01-24;06:00:00;2.0;G
1963-01-25;06:00:00;-7.0;G
1963-01-26;06:00:00;1.0;G
1963-01-27;06:00:00;-3.0;G
1963-01-28;06:00:00;-4.5;G
1963-01-29;06:00:00;-2.5;G
1963-01-30;06:00:00;-4.5;G
1963-01-31;06:00:00;-3.5;G
1963-02-01;06:00:00;-11.0;G
1963-02-02;06:00:00;-6.5;G
1963-02-03;06:00:00;-6.0;G
1963-02-04;06:00:00;-9.0;G
1963-02-05;06:00:00;-4.0;G
1963-02-06;06:00:00;-12.0;G
1963-02-07;06:00:00;-6.0;G
1963-02-08;06:00:00;-13.0;G
1963-02-09;06:00:00;-3.5;G
1963-02-10;06:00:00;-1.9;G
1963-02-11;06:00:00;-4.0;G
1963-02-12;06:00:00;-3.0;G
1963-02-13;06:00:00;-2.0;G
1963-02-14;06:00:00;-4.0;G
1963-02-15;06:00:00;-5.0;G
1963-02-16;06:00:00;-4.0;G
1963-02-17;06:00:00;-3.0;G
1963-02-18;06:00:00;-6.0;G
1963-02-19;06:00:00;-10.0;G
1963-03-01;06:00:00;-2.5;G
1963-03-02;06:00:00;-5.0;G
1963-03-03;06:00:00;-4.2;G
1963-03-04;06:00:00;-4.0;G
1963-03-05;06:00:00;-7.0;G
1963-03-06;06:00:00;1.0;G
1963-03-07;06:00:00;2.0;G
1963-03-08;06:00:00;3.0;G
1963-03-09;06:00:00;-3.0;G
1963-03-10;06:00:00;-1.5;G
1963-03-11;06:00:00;1.0;G
1963-03-12;06:00:00;1.5;G
1963-03-13;06:00:00;-2.0;G
1963-03-14;06:00:00;-10.5;G
1963-03-15;06:00:00;-5.0;G
1963-03-16;06:00:00;-3.5;G
1963-03-17;06:00:00;-0.5;G
1963-03-18;06:00:00;0.0;G
1963-03-19;06:00:00;-1.8;G
1963-03-20;06:00:00;-2.0;G
1963-03-21;06:00:00;-3.0;G
1963-03-22;06:00:00;-7.5;G
1963-03-23;06:00:00;-4.0;G
1963-03-24;06:00:00;-0.5;G
1963-03-25;06:00:00;2.0;G
1963-03-26;06:00:00;2.0;G
1963-03-27;06:00:00;-1.0;G
1963-03-28;06:00:00;-2.0;G
1963-03-29;06:00:00;1.0;G
1963-03-30;06:00:00;0.0;G
1963-03-31;06:00:00;-0.5;G
1963-04-01;06:00:00;-0.5;G
1963-04-02;06:00:00;0.0;G
1963-04-03;06:00:00;0.5;G
1963-04-04;06:00:00;2.0;G
1963-04-05;06:00:00;1.5;G
1963-04-06;06:00:00;0.5;G
1963-04-07;06:00:00;1.0;G
1963-04-08;06:00:00;2.0;G
1963-04-09;06:00:00;1.0;G
1963-04-10;06:00:00;3.0;G
1963-04-11;06:00:00;7.0;G
1963-04-12;06:00:00;6.3;G
1963-04-13;06:00:00;3.0;G
1963-04-14;06:00:00;2.2;G
1963-04-15;06:00:00;4.5;G
1963-04-16;06:00:00;2.5;G
1963-04-17;06:00:00;3.5;G
1963-04-18;06:00:00;3.5;G
1963-04-19;06:00:00;5.5;G
1963-04-20;06:00:00;4.5;G
1963-04-21;06:00:00;6.5;G
1963-04-22;06:00:00;5.0;G
1963-04-23;06:00:00;6.0;G
1963-04-24;06:00:00;3.5;G
1963-04-25;06:00:00;5.5;G
1963-04-26;06:00:00;5.0;G
1963-04-27;06:00:00;5.0;G
1963-04-28;06:00:00;6.0;G
1963-04-29;06:00:00;6.5;G
1963-04-30;06:00:00;7.0;G
1963-05-01;06:00:00;7.5;G
1963-05-02;06:00:00;7.0;G
1963-05-03;06:00:00;5.5;G
1963-05-04;06:00:00;6.0;G
1963-05-05;06:00:00;7.0;G
1963-05-06;06:00:00;7.0;G
1963-05-07;06:00:00;7.0;G
1963-05-08;06:00:00;8.5;G
1963-05-09;06:00:00;10.5;G
1963-05-10;06:00:00;11.5;G
1963-05-11;06:00:00;10.0;G
1963-05-12;06:00:00;10.2;G
1963-05-13;06:00:00;10.5;G
1963-05-14;06:00:00;9.0;G
1963-05-15;06:00:00;9.0;G
1963-05-16;06:00:00;12.5;G
1963-05-17;06:00:00;9.0;G
1963-05-18;06:00:00;8.5;G
1963-05-19;06:00:00;7.3;G
1963-05-20;06:00:00;7.5;G
1963-05-21;06:00:00;10.0;G
1963-05-22;06:00:00;13.0;G
1963-05-23;06:00:00;13.0;G
1963-05-24;06:00:00;15.0;G
1963-05-25;06:00:00;18.0;G
1963-05-26;06:00:00;18.5;G
1963-05-27;06:00:00;19.0;G
1963-05-28;06:00:00;17.5;G
1963-05-29;06:00:00;17.0;G
1963-05-30;06:00:00;15.0;G
1963-05-31;06:00:00;17.5;G
1963-06-01;06:00:00;14.9;G
1963-06-02;06:00:00;15.0;G
1963-06-03;06:00:00;17.5;G
1963-06-04;06:00:00;15.5;G
1963-06-05;06:00:00;15.0;G
1963-06-06;06:00:00;16.0;G
1963-06-07;06:00:00;18.5;G
1963-06-08;06:00:00;19.0;G
1963-06-09;06:00:00;16.0;G
1963-06-10;06:00:00;16.0;G
1963-06-11;06:00:00;17.0;G
1963-06-12;06:00:00;17.0;G
1963-06-13;06:00:00;14.0;G
1963-06-14;06:00:00;16.0;G
1963-06-15;06:00:00;16.0;G
1963-06-16;06:00:00;16.1;G
1963-06-17;06:00:00;16.0;G
1963-06-18;06:00:00;15.0;G
1963-06-19;06:00:00;15.0;G
1963-06-20;06:00:00;12.0;G
1963-06-21;06:00:00;15.5;G
1963-06-22;06:00:00;15.0;G
1963-06-23;06:00:00;15.0;G
1963-06-24;06:00:00;13.0;G
1963-06-25;06:00:00;16.0;G
1963-06-26;06:00:00;15.0;G
1963-06-27;06:00:00;14.0;G
1963-06-28;06:00:00;12.0;G
1963-06-29;06:00:00;12.5;G
1963-06-30;06:00:00;16.0;G
1963-07-01;06:00:00;16.5;G
1963-07-02;06:00:00;18.0;G
1963-07-03;06:00:00;18.0;G
1963-07-04;06:00:00;19.0;G
1963-07-05;06:00:00;19.0;G
1963-07-06;06:00:00;18.0;G
1963-07-07;06:00:00;16.0;G
1963-07-08;06:00:00;13.5;G
1963-07-09;06:00:00;13.0;G
1963-07-10;06:00:00;14.0;G
1963-07-11;06:00:00;14.5;G
1963-07-12;06:00:00;12.0;G
1963-07-13;06:00:00;14.0;G
1963-07-14;06:00:00;15.5;G
1963-07-15;06:00:00;15.5;G
1963-07-16;06:00:00;16.0;G
1963-07-17;06:00:00;15.0;G
1963-07-18;06:00:00;17.0;G
1963-07-19;06:00:00;16.0;G
1963-07-20;06:00:00;18.0;G
1963-07-21;06:00:00;14.2;G
1963-07-22;06:00:00;13.0;G
1963-07-23;06:00:00;15.0;G
1963-07-24;06:00:00;19.5;G
1963-07-25;06:00:00;19.5;G
1963-07-26;06:00:00;15.5;G
1963-07-27;06:00:00;14.0;G
1963-07-28;06:00:00;18.0;G
1963-07-29;06:00:00;17.0;G
1963-07-30;06:00:00;16.0;G
1963-07-31;06:00:00;18.0;G
1963-08-01;06:00:00;18.8;G
1963-08-02;06:00:00;16.2;G
1963-08-03;06:00:00;17.3;G
1963-08-04;06:00:00;21.4;G
1963-08-05;06:00:00;19.5;G
1963-08-06;06:00:00;17.1;G
1963-08-07;06:00:00;18.0;G
1963-08-08;06:00:00;19.0;G
1963-08-09;06:00:00;16.0;G
1963-08-10;06:00:00;14.0;G
1963-08-11;06:00:00;18.0;G
1963-08-12;06:00:00;15.0;G
1963-08-13;06:00:00;15.0;G
1963-08-14;06:00:00;15.0;G
1963-08-15;06:00:00;13.0;G
1963-08-16;06:00:00;14.5;G
1963-08-17;06:00:00;12.5;G
1963-08-18;06:00:00;16.0;G
1963-08-19;06:00:00;14.0;G
1963-08-20;06:00:00;12.0;G
1963-08-21;06:00:00;13.0;G
1963-08-22;06:00:00;11.0;G
1963-08-23;06:00:00;11.5;G
1963-08-24;06:00:00;15.0;G
1963-08-25;06:00:00;14.0;G
1963-08-26;06:00:00;14.5;G
1963-08-27;06:00:00;15.5;G
1963-08-28;06:00:00;14.0;G
1963-08-29;06:00:00;12.0;G
1963-08-30;06:00:00;12.0;G
1963-08-31;06:00:00;10.0;G
1963-09-01;06:00:00;14.4;G
1963-09-02;06:00:00;12.5;G
1963-09-03;06:00:00;12.5;G
1963-09-04;06:00:00;14.0;G
1963-09-05;06:00:00;13.5;G
1963-09-06;06:00:00;12.5;G
1963-09-07;06:00:00;10.5;G
1963-09-08;06:00:00;14.0;G
1963-09-09;06:00:00;14.0;G
1963-09-10;06:00:00;13.0;G
1963-09-11;06:00:00;7.0;G
1963-09-12;06:00:00;10.0;G
1963-09-13;06:00:00;8.5;G
1963-09-14;06:00:00;12.0;G
1963-09-15;06:00:00;14.2;G
1963-09-16;06:00:00;13.0;G
1963-09-17;06:00:00;10.5;G
1963-09-18;06:00:00;15.0;G
1963-09-19;06:00:00;10.0;G
1963-09-20;06:00:00;7.0;G
1963-09-21;06:00:00;10.5;G
1963-09-22;06:00:00;14.0;G
1963-09-23;06:00:00;13.0;G
1963-09-24;06:00:00;11.0;G
1963-09-25;06:00:00;14.5;G
1963-09-26;06:00:00;10.0;G
1963-09-27;06:00:00;9.5;G
1963-09-28;06:00:00;11.0;G
1963-09-29;06:00:00;9.3;G
1963-09-30;06:00:00;10.0;G
1963-10-01;06:00:00;10.0;G
1963-10-02;06:00:00;10.5;G
1963-10-03;06:00:00;9.0;G
1963-10-04;06:00:00;12.0;G
1963-10-05;06:00:00;9.0;G
1963-10-06;06:00:00;9.0;G
1963-10-07;06:00:00;5.0;G
1963-10-08;06:00:00;2.0;G
1963-10-09;06:00:00;10.5;G
1963-10-10;06:00:00;9.5;G
1963-10-11;06:00:00;9.5;G
1963-10-12;06:00:00;11.0;G
1963-10-13;06:00:00;11.2;G
1963-10-14;06:00:00;8.0;G
1963-10-15;06:00:00;3.2;G
1963-10-16;06:00:00;9.0;G
1963-10-17;06:00:00;9.5;G
1963-10-18;06:00:00;10.0;G
1963-10-19;06:00:00;9.5;G
1963-10-20;06:00:00;8.0;G
1963-10-21;06:00:00;13.0;G
1963-10-22;06:00:00;10.5;G
1963-10-23;06:00:00;10.2;G
1963-10-24;06:00:00;9.0;G
1963-10-25;06:00:00;9.0;G
1963-10-26;06:00:00;8.0;G
1963-10-27;06:00:00;7.2;G
1963-10-28;06:00:00;7.5;G
1963-10-29;06:00:00;6.5;G
1963-10-30;06:00:00;2.0;G
1963-10-31;06:00:00;6.0;G
1963-11-01;06:00:00;7.5;G
1963-11-02;06:00:00;8.2;G
1963-11-03;06:00:00;8.5;G
1963-11-04;06:00:00;7.5;G
1963-11-05;06:00:00;8.0;G
1963-11-06;06:00:00;7.5;G
1963-11-07;06:00:00;7.5;G
1963-11-08;06:00:00;8.0;G
1963-11-09;06:00:00;9.5;G
1963-11-10;06:00:00;5.5;G
1963-11-11;06:00:00;6.0;G
1963-11-12;06:00:00;9.0;G
1963-11-13;06:00:00;8.5;G
1963-11-14;06:00:00;5.5;G
1963-11-15;06:00:00;6.0;G
1963-11-16;06:00:00;6.0;G
1963-11-17;06:00:00;5.0;G
1963-11-18;06:00:00;7.0;G
1963-11-19;06:00:00;8.5;G
1963-11-20;06:00:00;5.0;G
1963-11-21;06:00:00;5.0;G
1963-11-22;06:00:00;8.0;G
1963-11-23;06:00:00;7.5;G
1963-11-24;06:00:00;3.0;G
1963-11-25;06:00:00;7.0;G
1963-11-26;06:00:00;7.0;G
1963-11-27;06:00:00;6.0;G
1963-11-28;06:00:00;6.0;G
1963-11-29;06:00:00;6.0;G
1963-11-30;06:00:00;4.5;G
1963-12-01;06:00:00;4.0;G
1963-12-02;06:00:00;4.0;G
1963-12-03;06:00:00;0.0;G
1963-12-04;06:00:00;-1.0;G
1963-12-05;06:00:00;-1.0;G
1963-12-06;06:00:00;0.5;G
1963-12-07;06:00:00;3.5;G
1963-12-08;06:00:00;-3.0;G
1963-12-09;06:00:00;3.5;G
1963-12-10;06:00:00;-1.0;G
1963-12-11;06:00:00;1.0;G
1963-12-12;06:00:00;-2.0;G
1963-12-13;06:00:00;-2.0;G
1963-12-14;06:00:00;-2.0;G
1963-12-15;06:00:00;-2.0;G
1963-12-16;06:00:00;-1.0;G
1963-12-17;06:00:00;-5.5;G
1963-12-18;06:00:00;-9.0;G
1963-12-19;06:00:00;-1.5;G
1963-12-20;06:00:00;-2.0;G
1963-12-21;06:00:00;-11.0;G
1963-12-22;06:00:00;-9.5;G
1963-12-23;06:00:00;0.0;G
1963-12-24;06:00:00;-2.5;G
1963-12-25;06:00:00;-4.2;G
1963-12-26;06:00:00;2.0;G
1963-12-27;06:00:00;3.0;G
1963-12-28;06:00:00;3.0;G
1963-12-29;06:00:00;1.5;G
1963-12-30;06:00:00;4.0;G
1963-12-31;06:00:00;4.0;G
1964-01-01;06:00:00;2.0;G
1964-01-02;06:00:00;2.0;G
1964-01-03;06:00:00;1.5;G
1964-01-04;06:00:00;1.0;G
1964-01-05;06:00:00;1.0;G
1964-01-06;06:00:00;0.5;G
1964-01-07;06:00:00;1.0;G
1964-01-08;06:00:00;0.0;G
1964-01-09;06:00:00;1.0;G
1964-01-10;06:00:00;0.5;G
1964-01-11;06:00:00;-2.0;G
1964-01-12;06:00:00;-2.5;G
1964-01-13;06:00:00;-2.5;G
1964-01-14;06:00:00;-6.5;G
1964-01-15;06:00:00;-6.0;G
1964-01-16;06:00:00;-4.0;G
1964-01-17;06:00:00;0.5;G
1964-01-18;06:00:00;-0.5;G
1964-01-19;06:00:00;-0.5;G
1964-01-20;06:00:00;1.0;G
1964-01-21;06:00:00;2.6;G
1964-01-22;06:00:00;5.0;G
1964-01-23;06:00:00;0.5;G
1964-01-24;06:00:00;3.5;G
1964-01-25;06:00:00;3.0;G
1964-01-26;06:00:00;2.2;G
1964-01-27;06:00:00;-1.0;G
1964-01-28;06:00:00;-1.0;G
1964-01-29;06:00:00;1.0;G
1964-01-30;06:00:00;2.5;G
1964-01-31;06:00:00;2.5;G
1964-02-01;06:00:00;2.5;G
1964-02-02;06:00:00;4.0;G
1964-02-03;06:00:00;3.0;G
1964-02-04;06:00:00;4.0;G
1964-02-05;06:00:00;0.5;G
1964-02-06;06:00:00;-2.0;G
1964-02-07;06:00:00;-0.5;G
1964-02-08;06:00:00;2.0;G
1964-02-09;06:00:00;4.0;G
1964-02-10;06:00:00;1.0;G
1964-02-11;06:00:00;2.0;G
1964-02-12;06:00:00;-1.0;G
1964-02-13;06:00:00;-10.0;G
1964-02-14;06:00:00;-0.2;G
1964-02-15;06:00:00;-3.5;G
1964-02-16;06:00:00;-4.0;G
1964-02-17;06:00:00;-3.5;G
1964-02-18;06:00:00;-6.0;G
1964-02-19;06:00:00;-15.0;G
1964-02-20;06:00:00;-10.5;G
1964-02-21;06:00:00;-0.5;G
1964-02-22;06:00:00;-1.5;G
1964-02-23;06:00:00;-5.0;G
1964-02-24;06:00:00;-2.0;G
1964-02-25;06:00:00;-0.5;G
1964-02-26;06:00:00;-2.0;G
1964-02-27;06:00:00;-1.5;G
1964-02-28;06:00:00;-0.3;G
1964-02-29;06:00:00;0.5;G
1964-03-01;06:00:00;-1.3;G
1964-03-02;06:00:00;-2.5;G
1964-03-03;06:00:00;0.0;G
1964-03-04;06:00:00;-1.2;G
1964-03-05;06:00:00;-2.6;G
1964-03-06;06:00:00;-5.8;G
1964-03-07;06:00:00;-7.0;G
1964-03-08;06:00:00;-7.0;G
1964-03-09;06:00:00;1.5;G
1964-03-10;06:00:00;-1.3;G
1964-03-11;06:00:00;-2.0;G
1964-03-12;06:00:00;-0.2;G
1964-03-13;06:00:00;-1.5;G
1964-03-14;06:00:00;-2.0;G
1964-03-15;06:00:00;-2.0;G
1964-03-16;06:00:00;-5.5;G
1964-03-17;06:00:00;-2.2;G
1964-03-18;06:00:00;-2.8;G
1964-03-19;06:00:00;-4.0;G
1964-03-20;06:00:00;-2.8;G
1964-03-21;06:00:00;-0.2;G
1964-03-22;06:00:00;1.5;G
1964-03-23;06:00:00;0.0;G
1964-03-24;06:00:00;-3.8;G
1964-03-25;06:00:00;-1.4;G
1964-03-26;06:00:00;0.1;G
1964-03-27;06:00:00;-0.5;G
1964-03-28;06:00:00;0.7;G
1964-03-29;06:00:00;3.0;G
1964-03-30;06:00:00;1.1;G
1964-03-31;06:00:00;0.5;G
1964-04-01;06:00:00;-2.0;G
1964-04-02;06:00:00;-1.5;G
1964-04-03;06:00:00;1.0;G
1964-04-04;06:00:00;1.0;G
1964-04-05;06:00:00;1.5;G
1964-04-06;06:00:00;-0.5;G
1964-04-07;06:00:00;2.0;G
1964-04-08;06:00:00;1.0;G
1964-04-09;06:00:00;3.0;G
1964-04-10;06:00:00;3.5;G
1964-04-11;06:00:00;5.0;G
1964-04-12;06:00:00;5.0;G
1964-04-13;06:00:00;5.5;G
1964-04-14;06:00:00;5.0;G
1964-04-15;06:00:00;5.0;G
1964-04-16;06:00:00;6.5;G
1964-04-17;06:00:00;9.0;G
1964-04-18;06:00:00;8.5;G
1964-04-19;06:00:00;10.5;G
1964-04-20;06:00:00;9.0;G
1964-04-21;06:00:00;10.0;G
1964-04-22;06:00:00;10.0;G
1964-04-23;06:00:00;9.0;G
1964-04-24;06:00:00;5.0;G
1964-04-25;06:00:00;3.5;G
1964-04-26;06:00:00;6.0;G
1964-04-27;06:00:00;8.5;G
1964-04-28;06:00:00;8.5;G
1964-04-29;06:00:00;8.0;G
1964-04-30;06:00:00;8.2;G
1964-05-01;06:00:00;8.3;G
1964-05-02;06:00:00;7.5;G
1964-05-03;06:00:00;8.0;G
1964-05-04;06:00:00;9.0;G
1964-05-05;06:00:00;9.0;G
1964-05-06;06:00:00;8.0;G
1964-05-07;06:00:00;10.5;G
1964-05-08;06:00:00;12.0;G
1964-05-09;06:00:00;11.0;G
1964-05-10;06:00:00;11.0;G
1964-05-11;06:00:00;9.0;G
1964-05-12;06:00:00;10.5;G
1964-05-13;06:00:00;15.0;G
1964-05-14;06:00:00;10.0;G
1964-05-15;06:00:00;9.5;G
1964-05-16;06:00:00;10.0;G
1964-05-17;06:00:00;9.9;G
1964-05-18;06:00:00;9.0;G
1964-05-19;06:00:00;8.5;G
1964-05-20;06:00:00;8.0;G
1964-05-21;06:00:00;8.0;G
1964-05-22;06:00:00;9.2;G
1964-05-23;06:00:00;11.5;G
1964-05-24;06:00:00;16.0;G
